thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
176,0,176,[0.1361111111111111],[-0.38472222222222224],[1],[0],[0],[1.2376356000313535],['Target'],176,0,176,0,292.26127860008273,,5,292.24542200006545,292.26127860008273,292.26127860008273,0.014478600001893938,293.2636885000393,293.4832095000893,[0.1361111111111111],[-0.38472222222222224],[1],[0],[0],[1.2376356000313535],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
177,0,177,[0.12638888888888888],[-0.24722222222222223],[1],[0],[0],[1.1469762000488117],['Target'],177,0,177,0,293.5285171000287,,5,293.50249350001104,293.5285171000287,293.5285171000287,0.019021500018425286,294.53044970007613,294.6496274000965,[0.12638888888888888],[-0.24722222222222223],[1],[0],[0],[1.1469762000488117],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
178,0,178,[0.10555555555555556],[0.06666666666666667],[1],[0],[0],[0.9367910000728443],['Target'],178,0,178,0,294.6949353000382,,10,294.67923700006213,294.6949353000382,294.6949353000382,0.029397499980404973,,295.6161286000861,[0.10555555555555556],[0.06666666666666667],[1],[0],[0],[0.9367910000728443],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
179,0,179,[-0.21388888888888888],[0.41944444444444445],[1],[0],[0],[1.4375030000228435],['Target'],179,0,179,0,295.66184430010617,,10,295.64594760001637,295.66184430010617,295.66184430010617,0.029556300025433302,296.6644014000194,297.08353950001765,[-0.21388888888888888],[0.41944444444444445],[1],[0],[0],[1.4375030000228435],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
180,0,180,[0.25416666666666665],[-0.018055555555555554],[1],[0],[0],[1.6150253999512643],['Target'],180,0,180,0,297.1449792000931,,10,297.11811290006153,297.1449792000931,297.1449792000931,0.034367999993264675,298.1468477000017,298.7333306000801,[0.25416666666666665],[-0.018055555555555554],[1],[0],[0],[1.6150253999512643],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
181,0,181,[-0.005555555555555556],[0.4652777777777778],[1],[0],[0],[1.2650220999494195],['Target'],181,0,181,0,298.7620086000534,,5,298.7512530001113,298.7620086000534,298.7620086000534,0.017496100044809282,299.76469060010277,300.01637210010085,[-0.005555555555555556],[0.4652777777777778],[1],[0],[0],[1.2650220999494195],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
182,0,182,[0.2972222222222222],[0.42083333333333334],[1],[0],[0],[1.5160397000145167],['Target'],182,0,182,0,300.04499550000764,,5,300.03523710009176,300.04499550000764,300.04499550000764,0.018698600004427135,301.0473268000642,301.5514558000723,[0.2972222222222222],[0.42083333333333334],[1],[0],[0],[1.5160397000145167],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
183,0,183,[0.44305555555555554],[-0.1875],[1],[0],[0],[1.9505443000234663],['Target'],183,0,183,0,301.59530360007193,,10,301.582438500016,301.59530360007193,301.59530360007193,0.030705900047905743,302.59787040005904,303.53305630001705,[0.44305555555555554],[-0.1875],[1],[0],[0],[1.9505443000234663],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
184,0,184,[-0.13194444444444445],[0.3638888888888889],[1],[0],[0],[1.2992533999495208],['Target'],184,0,184,0,303.56182230007835,,5,303.5513913000468,303.56182230007835,303.56182230007835,0.018189400085248053,304.56426160002593,304.8507584000472,[-0.13194444444444445],[0.3638888888888889],[1],[0],[0],[1.2992533999495208],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
185,0,185,[0.4777777777777778],[0.2361111111111111],[1],[0],[0],[1.3973923999583349],['Target'],185,0,185,0,304.8785076000495,,5,304.8678023000248,304.8785076000495,304.8785076000495,0.01685050001833588,305.88072810007725,306.26527840003837,[0.4777777777777778],[0.2361111111111111],[1],[0],[0],[1.3973923999583349],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
186,0,186,[0.3138888888888889],[-0.19722222222222222],[1],[0],[0],[1.284537800005637],['Target'],186,0,186,0,306.330310300109,,10,306.29971180006396,306.330310300109,306.330310300109,0.03429180011153221,307.3316760000307,307.58512240007985,[0.3138888888888889],[-0.19722222222222222],[1],[0],[0],[1.284537800005637],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
187,0,187,[-0.029166666666666667],[0.42777777777777776],[1],[0],[0],[0.9854221000568941],[None],187,0,187,0,307.62938840000425,,10,307.615332400077,307.62938840000425,307.62938840000425,0.029962999979034066,,308.6008479000302,[-0.029166666666666667],[0.42777777777777776],[1],[0],[0],[0.9854221000568941],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
188,0,188,[-0.425],[0.44166666666666665],[1],[0],[0],[0.9667670000344515],[None],188,0,188,0,308.62903080007527,,5,308.6177026000805,308.62903080007527,308.62903080007527,0.016667400021106005,,309.58462430001236,[-0.425],[0.44166666666666665],[1],[0],[0],[0.9667670000344515],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
189,0,189,[0.10972222222222222],[-0.1875],[1],[0],[0],[1.23386609996669],['Target'],189,0,189,0,309.6121395000955,,5,309.6026572000701,309.6121395000955,309.6121395000955,0.017724000033922493,310.61398130003363,310.8366090001073,[0.10972222222222222],[-0.1875],[1],[0],[0],[1.23386609996669],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
190,0,190,[0.475],[0.23055555555555557],[1],[0],[0],[1.4340804000385106],[None],190,0,190,0,310.8957612001104,,10,310.8672868000576,310.8957612001104,310.8957612001104,0.03051960002630949,311.89741880004294,312.3014664000366,[0.475],[0.23055555555555557],[1],[0],[0],[1.4340804000385106],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
191,0,191,[-0.08055555555555556],[0.31666666666666665],[1],[0],[0],[1.4170838999561965],[None],191,0,191,0,312.3460982000688,,10,312.3316631000489,312.3460982000688,312.3460982000688,0.02997899998445064,313.3476170001086,313.74881980009377,[-0.08055555555555556],[0.31666666666666665],[1],[0],[0],[1.4170838999561965],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
192,0,192,[-0.09444444444444444],[0.14722222222222223],[1],[0],[0],[1.0599276000866666],['Target'],192,0,192,0,313.79583190009,,10,313.77785539999604,313.79583190009,313.79583190009,0.0288678000215441,314.7979216000531,314.83787470008247,[-0.09444444444444444],[0.14722222222222223],[1],[0],[0],[1.0599276000866666],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
193,0,193,[0.49722222222222223],[0.4013888888888889],[1],[0],[0],[1.0585500999586657],['Target'],193,0,193,0,314.8801088000182,,5,314.856397000025,314.8801088000182,314.8801088000182,0.018234900082461536,315.8813145000022,315.915029100026,[0.49722222222222223],[0.4013888888888889],[1],[0],[0],[1.0585500999586657],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
194,0,194,[-0.12222222222222222],[0.4736111111111111],[1],[0],[0],[1.0532858999213204],['Target'],194,0,194,0,315.94623350002803,,5,315.9307480000425,315.94623350002803,315.94623350002803,0.015584499924443662,316.9490718001034,316.9841540000634,[-0.12222222222222222],[0.4736111111111111],[1],[0],[0],[1.0532858999213204],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
195,0,195,[-0.44583333333333336],[0.11388888888888889],[1],[0],[0],[1.2806131999241188],['Target'],195,0,195,0,317.0127844000235,,5,317.00168860005215,317.0127844000235,317.0127844000235,0.017331099952571094,318.01533409999683,318.28239240008406,[-0.44583333333333336],[0.11388888888888889],[1],[0],[0],[1.2806131999241188],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
196,0,196,[-0.2972222222222222],[-0.2361111111111111],[1],[0],[0],[2.796784400008619],['Target'],196,0,196,0,318.3462429000065,,10,318.3191022000974,318.3462429000065,318.3462429000065,0.036540100001730025,319.34873369999696,321.1159515000181,[-0.2972222222222222],[-0.2361111111111111],[1],[0],[0],[2.796784400008619],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
197,0,197,[0.15555555555555556],[-0.38472222222222224],[1],[0],[0],[1.3068204999435693],['Target'],197,0,197,0,321.1629275000887,,10,321.14548820001073,321.1629275000887,321.1629275000887,0.029381600092165172,322.1648195000598,322.45240440010093,[0.15555555555555556],[-0.38472222222222224],[1],[0],[0],[1.3068204999435693],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
198,0,198,[0.175],[0.025],[1],[0],[0],[1.0456648000981659],['Target'],198,0,198,0,322.49693970009685,,5,322.4719223000575,322.49693970009685,322.49693970009685,0.019309199997223914,323.4985392000526,323.5176835000748,[0.175],[0.025],[1],[0],[0],[1.0456648000981659],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
199,0,199,[0.4097222222222222],[-0.0875],[1],[0],[0],[1.482101900037378],['Target'],199,0,199,0,323.5470047000563,,5,323.5337729000021,323.5470047000563,323.5470047000563,0.015924000064842403,324.5489145000465,325.0160408000229,[0.4097222222222222],[-0.0875],[1],[0],[0],[1.482101900037378],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
