thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
26,0,26,[-0.33055555555555555],[0.08055555555555556],[1],[0],[0],[2.5332555000204593],['Target'],26,0,26,0,47.56532280007377,,10,47.55188690009527,47.56532280007377,47.56532280007377,0.030201500048860908,48.56779280002229,50.08521000004839,[-0.33055555555555555],[0.08055555555555556],[1],[0],[0],[2.5332555000204593],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
27,0,27,[-0.43472222222222223],[0.28888888888888886],[1],[0],[0],[1.3393747999798506],['Target'],27,0,27,0,50.13204710010905,,10,50.11218270007521,50.13204710010905,50.13204710010905,0.026841900078579783,51.133249500067905,51.451638300088234,[-0.43472222222222223],[0.28888888888888886],[1],[0],[0],[1.3393747999798506],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
28,0,28,[0.004166666666666667],[0.4791666666666667],[1],[0],[0],[3.7389676000457257],['Target'],28,0,28,0,51.499018700094894,,10,51.48017950006761,51.499018700094894,51.499018700094894,0.0283815999282524,52.50105479999911,55.21924050000962,[0.004166666666666667],[0.4791666666666667],[1],[0],[0],[3.7389676000457257],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
29,0,29,[-0.4666666666666667],[0.31666666666666665],[1],[0],[0],[1.366751299938187],['Target'],29,0,29,0,55.24924050003756,,5,55.23579370009247,55.24924050003756,55.24924050003756,0.016345500014722347,56.25220160000026,56.60263850004412,[-0.4666666666666667],[0.31666666666666665],[1],[0],[0],[1.366751299938187],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
30,0,30,[-0.34305555555555556],[-0.41944444444444445],[1],[0],[0],[1.949682499980554],['Target'],30,0,30,0,56.632127700024284,,5,56.62136530003045,56.632127700024284,56.632127700024284,0.018552199937403202,57.63484480010811,58.57117190002464,[-0.34305555555555556],[-0.41944444444444445],[1],[0],[0],[1.949682499980554],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
31,0,31,[0.3138888888888889],[0.2513888888888889],[1],[0],[0],[6.014984800014645],['Target'],31,0,31,0,58.59915020002518,,5,58.58886940008961,58.59915020002518,58.59915020002518,0.017397299990989268,59.600581300095655,64.6039449000964,[0.3138888888888889],[0.2513888888888889],[1],[0],[0],[6.014984800014645],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
32,0,32,[-0.16527777777777777],[-0.125],[1],[0],[0],[1.3977876000571996],['Target'],32,0,32,0,64.64933310006745,,5,64.62607810006011,64.64933310006745,64.64933310006745,0.021984599996358156,65.6515676000854,66.02369360008743,[-0.16527777777777777],[-0.125],[1],[0],[0],[1.3977876000571996],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
33,0,33,[0.45555555555555555],[-0.20833333333333334],[1],[0],[0],[1.4299988000420853],['Target'],33,0,33,0,66.08306930004619,,10,66.05781830009073,66.08306930004619,66.08306930004619,0.033782599959522486,67.0841003000969,67.48796900000889,[0.45555555555555555],[-0.20833333333333334],[1],[0],[0],[1.4299988000420853],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
34,0,34,[-0.47638888888888886],[-0.18333333333333332],[1],[0],[0],[1.2140895000193268],['Target'],34,0,34,0,67.51676380005665,,5,67.50600640010089,67.51676380005665,67.51676380005665,0.0177463999716565,68.51904560008552,68.72018100006972,[-0.47638888888888886],[-0.18333333333333332],[1],[0],[0],[1.2140895000193268],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
35,0,35,[0.1111111111111111],[-0.3597222222222222],[1],[0],[0],[1.3330137999728322],['Target'],35,0,35,0,68.74965400004294,,5,68.73923070007004,68.74965400004294,68.74965400004294,0.018878200091421604,69.75060740008485,70.0723492000252,[0.1111111111111111],[-0.3597222222222222],[1],[0],[0],[1.3330137999728322],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
36,0,36,[-0.07083333333333333],[0.36527777777777776],[1],[0],[0],[1.46314240002539],['Target'],36,0,36,0,70.10111340007279,,5,70.09122380008921,70.10111340007279,70.10111340007279,0.018568700063042343,71.10145020007621,71.55446350004058,[-0.07083333333333333],[0.36527777777777776],[1],[0],[0],[1.46314240002539],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
37,0,37,[0.3055555555555556],[-0.12638888888888888],[1],[0],[0],[1.3803787999786437],['Target'],37,0,37,0,71.58350950002205,,5,71.57300220010802,71.58350950002205,71.58350950002205,0.018338700057938695,72.58487330004573,72.95347390009556,[0.3055555555555556],[-0.12638888888888888],[1],[0],[0],[1.3803787999786437],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
38,0,38,[-0.22361111111111112],[0.2111111111111111],[1],[0],[0],[1.0504477999638766],['Target'],38,0,38,0,72.98349600005895,,5,72.97068250004668,72.98349600005895,72.98349600005895,0.017026799963787198,73.9860552001046,74.02128169999924,[-0.22361111111111112],[0.2111111111111111],[1],[0],[0],[1.0504477999638766],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
39,0,39,[0.10555555555555556],[0.4666666666666667],[1],[0],[0],[3.85229629999958],['Target'],39,0,39,0,74.06725010008086,,10,74.05161260010209,74.06725010008086,74.06725010008086,0.03008820000104606,75.06884330010507,77.90400080010295,[0.10555555555555556],[0.4666666666666667],[1],[0],[0],[3.85229629999958],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
40,0,40,[-0.5291666666666667],[0.3597222222222222],[1],[0],[0],[0.9117729000281543],['Target'],40,0,40,0,77.9506177000003,,5,77.92472530005034,77.9506177000003,77.9506177000003,0.02047430002130568,,78.83660360006616,[-0.5291666666666667],[0.3597222222222222],[1],[0],[0],[0.9117729000281543],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
41,0,41,[-0.27361111111111114],[0.4666666666666667],[1],[0],[0],[2.2883866999763995],['Target'],41,0,41,0,78.86718709999695,,5,78.85104440001305,78.86718709999695,78.86718709999695,0.014248399995267391,79.86949880002066,81.13949950004462,[-0.27361111111111114],[0.4666666666666667],[1],[0],[0],[2.2883866999763995],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
42,0,42,[0.46805555555555556],[-0.2902777777777778],[1],[0],[0],[2.03628270002082],['Target'],42,0,42,0,81.18388700007927,,10,81.16933620010968,81.18388700007927,81.18388700007927,0.029711000039242208,82.18482960003894,83.20570950000547,[0.46805555555555556],[-0.2902777777777778],[1],[0],[0],[2.03628270002082],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
43,0,43,[-0.14583333333333334],[-0.10416666666666667],[1],[0],[0],[1.966899299994111],['Target'],43,0,43,0,83.25078700005542,,10,83.23767770000268,83.25078700005542,83.25078700005542,0.031788500025868416,84.25214130000677,85.20470690005459,[-0.14583333333333334],[-0.10416666666666667],[1],[0],[0],[1.966899299994111],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
44,0,44,[-0.3680555555555556],[-0.12777777777777777],[1],[0],[0],[1.5674322000704706],['Target'],44,0,44,0,85.25101090001408,,10,85.23634220007807,85.25101090001408,85.25101090001408,0.031355899991467595,86.25222670007497,86.80384570010938,[-0.3680555555555556],[-0.12777777777777777],[1],[0],[0],[1.5674322000704706],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
45,0,45,[-0.32083333333333336],[-0.4527777777777778],[1],[0],[0],[1.7987147000385448],['Target'],45,0,45,0,86.8337016000878,,5,86.82215410005301,86.8337016000878,86.8337016000878,0.018162299995310605,87.83560550003313,88.62095720006619,[-0.32083333333333336],[-0.4527777777777778],[1],[0],[0],[1.7987147000385448],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
46,0,46,[0.2972222222222222],[0.25972222222222224],[1],[0],[0],[1.346840800018981],['Target'],46,0,46,0,88.6844747000141,,10,88.65820310008712,88.6844747000141,88.6844747000141,0.03703819995280355,89.68650130007882,90.00513190007769,[0.2972222222222222],[0.25972222222222224],[1],[0],[0],[1.346840800018981],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
47,0,47,[0.08888888888888889],[-0.3],[1],[0],[0],[1.2563650000374764],['Target'],47,0,47,0,90.06774780002888,,10,90.04783110006247,90.06774780002888,90.06774780002888,0.04215140000451356,91.06890860002022,91.304298400064,[0.08888888888888889],[-0.3],[1],[0],[0],[1.2563650000374764],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
48,0,48,[0.17916666666666667],[-0.025],[1],[0],[0],[1.197305400040932],['Target'],48,0,48,0,91.36763790005352,,10,91.34024310007226,91.36763790005352,91.36763790005352,0.035720699932426214,92.36880460008979,92.53764670004603,[0.17916666666666667],[-0.025],[1],[0],[0],[1.197305400040932],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
49,0,49,[-0.2222222222222222],[-0.3861111111111111],[1],[0],[0],[1.1812487000133842],['Target'],49,0,49,0,92.58441030001268,,5,92.55786890001036,92.58441030001268,92.58441030001268,0.019997800001874566,93.58573859999888,93.7392114000395,[-0.2222222222222222],[-0.3861111111111111],[1],[0],[0],[1.1812487000133842],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
50,0,50,[0.2611111111111111],[-0.27361111111111114],[1],[0],[0],[1.129356999997981],['Target'],50,0,50,0,93.78536440001335,,5,93.76160090009216,93.78536440001335,93.78536440001335,0.02220449992455542,94.7889544001082,94.89101480005775,[0.2611111111111111],[-0.27361111111111114],[1],[0],[0],[1.129356999997981],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
51,0,51,[0.31805555555555554],[-0.4527777777777778],[1],[0],[0],[1.9860033999430016],['Target'],51,0,51,0,94.93518900009803,,5,94.91906980006024,94.93518900009803,94.93518900009803,0.027640099986456335,95.93553160002921,96.90513290010858,[0.31805555555555554],[-0.4527777777777778],[1],[0],[0],[1.9860033999430016],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
52,0,52,[0.15555555555555556],[0.26666666666666666],[1],[0],[0],[1.780328999971971],['Target'],52,0,52,0,96.95101990003604,,5,96.9257999000838,96.95101990003604,96.95101990003604,0.02056149998679757,97.9537465000758,98.70624950004276,[0.15555555555555556],[0.26666666666666666],[1],[0],[0],[1.780328999971971],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
53,0,53,[0.14305555555555555],[-0.43194444444444446],[1],[0],[0],[1.261103400029242],['Target'],53,0,53,0,98.75217089999933,,5,98.72780110000167,98.75217089999933,98.75217089999933,0.02129669999703765,99.75221480010077,99.98901330004446,[0.14305555555555555],[-0.43194444444444446],[1],[0],[0],[1.261103400029242],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
54,0,54,[-0.3972222222222222],[0.3],[1],[0],[0],[2.144811699981801],['Target'],54,0,54,0,100.05134460004047,,10,100.026778700063,100.05134460004047,100.05134460004047,0.03759369999170303,101.05289490008727,102.17170430009719,[-0.3972222222222222],[0.3],[1],[0],[0],[2.144811699981801],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
55,0,55,[0.008333333333333333],[0.15138888888888888],[1],[0],[0],[1.0973990999627858],['Target'],55,0,55,0,102.23489820002578,,10,102.20893350010738,102.23489820002578,102.23489820002578,0.03697350004222244,103.23618570005056,103.30650290008634,[0.008333333333333333],[0.15138888888888888],[1],[0],[0],[1.0973990999627858],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
56,0,56,[-0.4986111111111111],[-0.2722222222222222],[1],[0],[0],[2.05089750001207],['Target'],56,0,56,0,103.35169170005247,,10,103.33678500005044,103.35169170005247,103.35169170005247,0.030053299968130887,104.35327150009107,105.38776690000668,[-0.4986111111111111],[-0.2722222222222222],[1],[0],[0],[2.05089750001207],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
57,0,57,[-0.005555555555555556],[-0.1736111111111111],[1],[0],[0],[1.387190799927339],['Target'],57,0,57,0,105.4186831000261,,5,105.40140630002134,105.4186831000261,105.4186831000261,0.013487400021404028,106.42016460001469,106.78866530000232,[-0.005555555555555556],[-0.1736111111111111],[1],[0],[0],[1.387190799927339],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
58,0,58,[0.38055555555555554],[-0.26666666666666666],[1],[0],[0],[1.3161789999576285],['Target'],58,0,58,0,106.81915910006501,,5,106.80584879999515,106.81915910006501,106.81915910006501,0.017080700024962425,107.82133020006586,108.12211250001565,[0.38055555555555554],[-0.26666666666666666],[1],[0],[0],[1.3161789999576285],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
59,0,59,[-0.20416666666666666],[0.4375],[1],[0],[0],[1.4285772000439465],['Target'],59,0,59,0,108.16857540002093,,5,108.14377060008701,108.16857540002093,108.16857540002093,0.02148180000949651,109.1700435000239,109.57245850004256,[-0.20416666666666666],[0.4375],[1],[0],[0],[1.4285772000439465],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
60,0,60,[-0.12777777777777777],[-0.3111111111111111],[1],[0],[0],[1.6778368999948725],['Target'],60,0,60,0,109.61861990008038,,5,109.59411390009336,109.61861990008038,109.61861990008038,0.021420600009150803,110.6198136000894,111.27204750000965,[-0.12777777777777777],[-0.3111111111111111],[1],[0],[0],[1.6778368999948725],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
61,0,61,[-0.075],[-0.15138888888888888],[1],[0],[0],[1.0960111999884248],['Target'],61,0,61,0,111.31853700010106,,5,111.29323370009661,111.31853700010106,111.31853700010106,0.02101060003042221,112.32093620009255,112.3893451000331,[-0.075],[-0.15138888888888888],[1],[0],[0],[1.0960111999884248],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
62,0,62,[-0.1361111111111111],[-0.1638888888888889],[1],[0],[0],[1.032956000068225],['Target'],62,0,62,0,112.41886269999668,,5,112.40616650006268,112.41886269999668,112.41886269999668,0.016624299925751984,113.41948210005648,113.43925220007077,[-0.1361111111111111],[-0.1638888888888889],[1],[0],[0],[1.032956000068225],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
63,0,63,[-0.30694444444444446],[0.2972222222222222],[1],[0],[0],[2.980806899955496],['Target'],63,0,63,0,113.502051700023,,10,113.47577220003586,113.502051700023,113.502051700023,0.03680940007325262,114.50316510000266,116.4564533000812,[-0.30694444444444446],[0.2972222222222222],[1],[0],[0],[2.980806899955496],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
64,0,64,[0.12222222222222222],[-0.21388888888888888],[1],[0],[0],[1.468368100002408],['Target'],64,0,64,0,116.50241529999766,,10,116.48798430000897,116.50241529999766,116.50241529999766,0.03132529999129474,117.5032046000706,117.95643670007121,[0.12222222222222222],[-0.21388888888888888],[1],[0],[0],[1.468368100002408],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
65,0,65,[-0.22777777777777777],[-0.006944444444444444],[1],[0],[0],[1.193514500046149],['Target'],65,0,65,0,118.00216910010204,,5,117.97884640004486,118.00216910010204,118.00216910010204,0.022209599963389337,119.0039042000426,119.17247119999956,[-0.22777777777777777],[-0.006944444444444444],[1],[0],[0],[1.193514500046149],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
66,0,66,[-0.1638888888888889],[-0.058333333333333334],[1],[0],[0],[0.8581732000457123],['Target'],66,0,66,0,119.21918690006714,,5,119.19765930005815,119.21918690006714,119.21918690006714,0.025041799992322922,,120.05594850005582,[-0.1638888888888889],[-0.058333333333333334],[1],[0],[0],[0.8581732000457123],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
67,0,67,[0.4652777777777778],[0.11388888888888889],[1],[0],[0],[1.685561400023289],['Target'],67,0,67,0,120.08602310006972,,5,120.07177630008664,120.08602310006972,120.08602310006972,0.015648999949917197,121.087253900012,121.75743750005495,[0.4652777777777778],[0.11388888888888889],[1],[0],[0],[1.685561400023289],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
68,0,68,[0.20694444444444443],[0.2375],[1],[0],[0],[1.4967186999274418],['Target'],68,0,68,0,121.82048390002456,,10,121.79277690011077,121.82048390002456,121.82048390002456,0.03515669994521886,122.82240220007952,123.28958189999685,[0.20694444444444443],[0.2375],[1],[0],[0],[1.4967186999274418],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
69,0,69,[0.2833333333333333],[0.4097222222222222],[1],[0],[0],[1.9829247000161558],['Target'],69,0,69,0,123.32042330002878,,5,123.30634280003142,123.32042330002878,123.32042330002878,0.016548699932172894,124.3216728999978,125.28935860004276,[0.2833333333333333],[0.4097222222222222],[1],[0],[0],[1.9829247000161558],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
70,0,70,[-0.3625],[0.1486111111111111],[1],[0],[0],[1.0190073000267148],['Target'],70,0,70,0,125.31957340007648,,5,125.30468810000457,125.31957340007648,125.31957340007648,0.015160500071942806,126.32202730001882,126.32375000009779,[-0.3625],[0.1486111111111111],[1],[0],[0],[1.0190073000267148],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
71,0,71,[-0.4638888888888889],[-0.44305555555555554],[1],[0],[0],[2.3891136000165716],['Target'],71,0,71,0,126.36987400008366,,10,126.3534212000668,126.36987400008366,126.36987400008366,0.02956120006274432,127.37047150009312,128.7426258000778,[-0.4638888888888889],[-0.44305555555555554],[1],[0],[0],[2.3891136000165716],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
72,0,72,[0.2569444444444444],[0.1361111111111111],[1],[0],[0],[1.6962812999263406],['Target'],72,0,72,0,128.7699561000336,,5,128.76013970002532,128.7699561000336,128.7699561000336,0.017322299885563552,129.7720849000616,130.45648740010802,[0.2569444444444444],[0.1361111111111111],[1],[0],[0],[1.6962812999263406],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
73,0,73,[0.31666666666666665],[-0.10416666666666667],[1],[0],[0],[1.2051242999732494],[None],73,0,73,0,130.50301510002464,,10,130.48406550008804,130.50301510002464,130.50301510002464,0.02743030001875013,131.5044576000655,131.6892961000558,[0.31666666666666665],[-0.10416666666666667],[1],[0],[0],[1.2051242999732494],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
74,0,74,[-0.23194444444444445],[0.3263888888888889],[1],[0],[0],[1.689125599921681],['Target'],74,0,74,0,131.73711370001547,,10,131.71950400003698,131.73711370001547,131.73711370001547,0.029940699925646186,132.73761670000385,133.4087444000179,[-0.23194444444444445],[0.3263888888888889],[1],[0],[0],[1.689125599921681],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
75,0,75,[-0.02638888888888889],[0.027777777777777776],[1],[0],[0],[1.784859100007452],['Target'],75,0,75,0,133.4531760000391,,10,133.43923020001967,133.4531760000391,133.4531760000391,0.030144300078973174,134.45410980004817,135.2241551000625,[-0.02638888888888889],[0.027777777777777776],[1],[0],[0],[1.784859100007452],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
76,0,76,[-0.45555555555555555],[-0.42777777777777776],[1],[0],[0],[1.6867851000279188],['Target'],76,0,76,0,135.2701781000942,,10,135.25276370008942,135.2701781000942,135.2701781000942,0.028449099976569414,136.2717496000696,136.9396401999984,[-0.45555555555555555],[-0.42777777777777776],[1],[0],[0],[1.6867851000279188],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
77,0,77,[0.3388888888888889],[-0.4513888888888889],[1],[0],[0],[1.2859195000492036],['Target'],77,0,77,0,136.9698473000899,,5,136.95453760004602,136.9698473000899,136.9698473000899,0.014688099967315793,137.97202100011054,138.24053720000666,[0.3388888888888889],[-0.4513888888888889],[1],[0],[0],[1.2859195000492036],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
78,0,78,[-0.2222222222222222],[-0.29583333333333334],[1],[0],[0],[1.2863911000313237],['Target'],78,0,78,0,138.27071100007743,,5,138.25590020010713,138.27071100007743,138.27071100007743,0.015231800032779574,139.27159530005883,139.5423962000059,[-0.2222222222222222],[-0.29583333333333334],[1],[0],[0],[1.2863911000313237],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
79,0,79,[-0.09027777777777778],[-0.25416666666666665],[1],[0],[0],[1.1160241999896243],['Target'],79,0,79,0,139.57022390002385,,5,139.55842130002566,139.57022390002385,139.57022390002385,0.015838999999687076,140.57225359999575,140.67459360009525,[-0.09027777777777778],[-0.25416666666666665],[1],[0],[0],[1.1160241999896243],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
80,0,80,[-0.375],[0.29583333333333334],[1],[0],[0],[1.3386124999960884],['Target'],80,0,80,0,140.7215259000659,,5,140.7029690000927,140.7215259000659,140.7215259000659,0.028129999991506338,141.72233690007124,142.04169110010844,[-0.375],[0.29583333333333334],[1],[0],[0],[1.3386124999960884],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
81,0,81,[-0.15694444444444444],[-0.425],[1],[0],[0],[1.9155859999591485],['Target'],81,0,81,0,142.07072810002137,,5,142.05936420010403,142.07072810002137,142.07072810002137,0.017474799999035895,143.07234549999703,143.97506960004102,[-0.15694444444444444],[-0.425],[1],[0],[0],[1.9155859999591485],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
82,0,82,[-0.0125],[-0.07361111111111111],[1],[0],[0],[1.1863067999947816],[None],82,0,82,0,144.0204125000164,,10,144.00463130010758,144.0204125000164,144.0204125000164,0.029348800075240433,145.02204640000127,145.19170710002072,[-0.0125],[-0.07361111111111111],[1],[0],[0],[1.1863067999947816],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
83,0,83,[-0.09444444444444444],[0.2638888888888889],[1],[0],[0],[1.6066621999489143],['Target'],83,0,83,0,145.25446120009292,,10,145.23489000007976,145.25446120009292,145.25446120009292,0.04296360001899302,146.25555000000168,146.8416828000918,[-0.09444444444444444],[0.2638888888888889],[1],[0],[0],[1.6066621999489143],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
